id,name,release_date,platform
91662,The Legend of Spyro: Dawn of the Dragon,2008-11-21,Wii
91662,The Legend of Spyro: Dawn of the Dragon,2008-10-21,Nintendo DS
91665,Metropolismania,2002-10-03,PlayStation 2
91667,Metropolismania 2,2007-08-27,PlayStation 2
91612,DreamWorks' Shark Tale,2004-10-01,Game Boy Advance
91612,DreamWorks' Shark Tale,2004-09-27,Game Boy Advance
91612,DreamWorks' Shark Tale,2004-09-27,PlayStation 2
91612,DreamWorks' Shark Tale,2004-09-27,Xbox
91617,Jimmy Neutron: Boy Genius,2002-03-15,Game Boy Advance
91617,Jimmy Neutron: Boy Genius,2001-11-09,Game Boy Advance
91617,Jimmy Neutron: Boy Genius,2002-09-16,PlayStation 2
91621,Trespasser: Jurassic Park,1998-10-28,Windows
91637,Dawn of the Dead,2010-01-19,iPhone
91640,Hit or Die - Infection,2010-11-26,iPhone
91595,Breach (2011),2011-01-25,Windows
91595,Breach (2011),2011-01-26,Xbox 360
91599,Apox,2011-01-20,Windows
91602,Disney's Extreme Skate Adventure,2003-09-05,PlayStation 2
91602,Disney's Extreme Skate Adventure,2003-09-04,GameCube
91602,Disney's Extreme Skate Adventure,2003-09-03,PlayStation 2
91602,Disney's Extreme Skate Adventure,2003-09-03,Xbox
91603,7 Wonders of the Ancient World,2008-06-27,Nintendo DS
91603,7 Wonders of the Ancient World,2009-04-09,Windows
91603,7 Wonders of the Ancient World,2008-04-25,PlayStation 2
91603,7 Wonders of the Ancient World,2007-09-17,Nintendo DS
91603,7 Wonders of the Ancient World,2007-11-20,PlayStation 2
91603,7 Wonders of the Ancient World,2007-04-23,PSP
91603,7 Wonders of the Ancient World,2007-02-02,Windows
91609,Disney's Magical Mirror Starring Mickey Mouse,2002-10-13,GameCube
91609,Disney's Magical Mirror Starring Mickey Mouse,2002-08-13,GameCube
92182,Create,2010-11-16,Macintosh
92182,Create,2010-11-16,PlayStation 3
92182,Create,2010-11-16,Wii
92182,Create,2010-11-16,Windows
92182,Create,2010-11-16,Xbox 360
92202,Corporation Inc.,2010-11-20,Web Browser
92085,Wild Frontier,2011-01-31,iPhone
92119,Tiny Barbarian,2011-01-26,Windows
92149,Vampire: Master of Darkness,2012-06-27,Nintendo 3DS
92163,Galaxy Force II,1998-07-02,SEGA Saturn
92163,Galaxy Force II,1990-08-12,SEGA Genesis
92020,The Legend of Heroes II: Prophecy of the Moonlight Witch,2006-06-20,PSP
92027,Daring Raccoon,2009-12-17,iPhone
92065,Namco Museum Battle Collection,2005-08-23,PSP
92065,Namco Museum Battle Collection,2005-12-09,PSP
92065,Namco Museum Battle Collection,2009-05-06,PSP
92065,Namco Museum Battle Collection,2005-02-24,PSP
92065,Namco Museum Battle Collection,2007-10-11,PSP
92071,TeeWorlds,2007-05-27,Linux
92071,TeeWorlds,2007-05-27,Macintosh
92071,TeeWorlds,2007-05-27,Windows
91990,Pryzm Chapter One: The Dark Unicorn,2002-09-27,PlayStation 2
91990,Pryzm Chapter One: The Dark Unicorn,2002-10-31,PlayStation 2
91990,Pryzm Chapter One: The Dark Unicorn,2002-06-10,PlayStation 2
91998,Mana Chronicles,2010-10-15,iPhone
92003,Boing! Docomodake DS,2007-12-06,Nintendo DS
92003,Boing! Docomodake DS,2009-03-10,Nintendo DS
92003,Boing! Docomodake DS,2009-02-27,Nintendo DS
92004,NCAA Football 2005 / Top Spin,2005-10-31,Xbox
92006,Banjo-Kazooie: Grunty's Revenge,2003-10-24,Game Boy Advance
92006,Banjo-Kazooie: Grunty's Revenge,2003-09-12,Game Boy Advance
92009,Racket Attack,1988-10-01,NES
91933,Chili Con Carnage,2007-02-27,PSP
91946,Dark Nova,2010-07-23,iPad
91946,Dark Nova,2009-04-20,iPhone
91955,Chop Chop Soccer,2010-08-04,iPad
91955,Chop Chop Soccer,2010-08-04,iPhone
91957,Chop Chop Hockey,2010-11-03,iPad
91958,Ninja Chicken 2: Shoot'em Up,2010-12-15,iPad
91958,Ninja Chicken 2: Shoot'em Up,2010-09-30,iPhone
91959,Bundesliga Manager 97,1996-10-31,DOS
91910,Final Blow,1990-03-23,SEGA Genesis
91910,Final Blow,1990-06-01,SEGA Genesis
91931,Ape Escape Academy,2005-09-01,PSP
91931,Ape Escape Academy,2004-12-30,PSP
91931,Ape Escape Academy,2006-01-17,PSP
91900,Elevator Action Returns,1997-02-19,SEGA Saturn
91904,Exerion,1985-02-11,NES
91904,Exerion,2007-05-01,Wii
91885,Moonsters,2010-09-23,iPhone
91888,Battle Bears GO,2010-08-21,iPad
91893,Construction Destruction,2003-08-17,Windows
91825,Double Dragon (1995),1996-04-26,PlayStation
91825,Double Dragon (1995),1995-03-31,Neo Geo
91825,Double Dragon (1995),2011-08-10,PlayStation 3
91827,Dragon Blaze,2006-06-23,PlayStation 2
91827,Dragon Blaze,2018-04-05,Nintendo Switch
91879,Fallen EP-1,2009-12-09,iPhone
91882,Cleopatra's Pyramid,2010-12-14,iPad
91882,Cleopatra's Pyramid,2010-11-30,iPhone
92207,Battle City,1985-09-09,NES
92207,Battle City,1991-08-09,Game Boy
92207,Battle City,2007-09-04,Wii
92209,Star Wars: The Force Unleashed – Hoth Mission Pack,2010-02-18,PlayStation 3
92209,Star Wars: The Force Unleashed – Hoth Mission Pack,2009-11-03,Windows
92209,Star Wars: The Force Unleashed – Hoth Mission Pack,2010-02-23,Xbox 360
92240,Hyper Tunnels 3D,2011-01-06,iPhone
92241,Sheeple,2010-04-01,iPad
92241,Sheeple,2009-11-12,iPhone
92242,Brutal Fantasy - The Orcs of Undermountain,2010-11-04,iPad
92255,Wikileak Defender,2011-01-26,iPad
92298,Doodle Evil Fly,2010-11-30,iPhone
92706,Hero Project,2010-12-09,iPad
92706,Hero Project,2010-12-09,iPhone
92711,Toyshop Adventures,2010-12-02,iPad
92711,Toyshop Adventures,2010-10-20,iPhone
92714,Alice Greenfingers,2009-08-22,iPhone
92716,Haunted Castle,1988-05-25,PlayStation 2
92718,Icy Escort,2009-08-11,iPad
92645,Agatha Christie: The A.B.C. Murders (2009),2009-11-20,Nintendo DS
92684,JetFighter III,1996-10-31,Windows
92685,JetFighter IV: Fortress America,2000-11-08,Windows
92687,JetFighter V: Homeland Protector,2003-10-21,Windows
92689,Enemy Engaged: Apache vs Havoc,1999-03-26,Windows
92689,Enemy Engaged: Apache vs Havoc,2009-03-15,Windows
92693,Enemy Engaged: RAH-66 Comanche vs. KA-52 Hokum,1999-03-26,Windows
92695,Enemy Engaged 2,2007-05-25,Windows
92574,Gold Miner Joe,2009-09-18,iPhone
92635,The Last Airbender,2010-09-09,Nintendo DS
92635,The Last Airbender,2010-09-09,Wii
92635,The Last Airbender,2010-08-06,Nintendo DS
92635,The Last Airbender,2010-08-06,Wii
92635,The Last Airbender,2010-06-29,Nintendo DS
92635,The Last Airbender,2010-06-29,Wii
92636,Avatar: The Last Airbender – The Path of Zuko,2008-10-15,Windows
92637,Avatar: Legends of the Arena,2008-09-16,Windows
92638,Mega Man Battle & Chase,1998-11-30,PlayStation
92638,Mega Man Battle & Chase,1997-03-20,PlayStation
92638,Mega Man Battle & Chase,1998-10-22,PlayStation
92535,Dance Dance Revolution Universe 2,2008-10-03,Xbox 360
92535,Dance Dance Revolution Universe 2,2007-12-04,Xbox 360
92535,Dance Dance Revolution Universe 2,2009-11-10,Xbox 360
92428,Avatar: The Last Airbender – The Burning Earth (GBA),2007-10-16,Game Boy Advance
92429,Avatar: The Last Airbender – The Burning Earth (DS),2007-10-25,Nintendo DS
92429,Avatar: The Last Airbender – The Burning Earth (DS),2007-10-26,Nintendo DS
92429,Avatar: The Last Airbender – The Burning Earth (DS),2007-10-16,Nintendo DS
92438,Avatar: The Last Airbender – Into the Inferno,2008-11-06,PlayStation 2
92438,Avatar: The Last Airbender – Into the Inferno,2008-10-30,Wii
92438,Avatar: The Last Airbender – Into the Inferno,2008-10-31,PlayStation 2
92438,Avatar: The Last Airbender – Into the Inferno,2008-10-31,Wii
92438,Avatar: The Last Airbender – Into the Inferno,2008-10-13,PlayStation 2
92438,Avatar: The Last Airbender – Into the Inferno,2008-10-13,Wii
92439,Bronkie The Bronchiasaurus,1994-09-01,SNES
92442,Avatar: The Last Airbender – Into the Inferno (DS),2008-11-06,Nintendo DS
92442,Avatar: The Last Airbender – Into the Inferno (DS),2008-10-31,Nintendo DS
92442,Avatar: The Last Airbender – Into the Inferno (DS),2008-11-12,Nintendo DS
92462,Prince of Persia: The Fallen King,2008-12-02,Nintendo DS
92464,Avatar: The Last Airbender (PC),2007-02-08,Windows
92464,Avatar: The Last Airbender (PC),2007-02-09,Windows
92464,Avatar: The Last Airbender (PC),2006-10-10,Windows
92466,Avatar: The Last Airbender (GBA),2007-02-08,Game Boy Advance
92466,Avatar: The Last Airbender (GBA),2007-02-09,Game Boy Advance
92466,Avatar: The Last Airbender (GBA),2006-10-10,Game Boy Advance
92541,Dance Dance Revolution Universe 3,2009-05-12,Xbox 360
92541,Dance Dance Revolution Universe 3,2008-10-21,Xbox 360
92541,Dance Dance Revolution Universe 3,2010-02-02,Xbox 360
92545,Spectrobes: Origins,2009-10-04,Wii
92545,Spectrobes: Origins,2009-09-18,Wii
92545,Spectrobes: Origins,2010-06-17,Wii
92545,Spectrobes: Origins,2009-08-18,Wii
92570,Urban Ninja,2010-10-01,iPhone
92571,Rat on a Scooter XL,2009-12-07,iPhone
92572,Rat on the Run,2009-07-12,iPhone
92573,Castle Smasher,2009-04-14,iPhone
92380,Clyde's Adventure,1992-08-30,DOS
92384,BlackSite: Area 51,2007-11-23,Xbox 360
92384,BlackSite: Area 51,2007-11-30,Xbox 360
92384,BlackSite: Area 51,2007-12-07,Windows
92384,BlackSite: Area 51,2008-03-07,PlayStation 3
92384,BlackSite: Area 51,2008-02-29,PlayStation 3
92384,BlackSite: Area 51,2007-11-23,Windows
92384,BlackSite: Area 51,2007-12-10,PlayStation 3
92384,BlackSite: Area 51,2008-03-27,Windows
92384,BlackSite: Area 51,2007-11-29,Windows
92384,BlackSite: Area 51,2007-11-12,Windows
92384,BlackSite: Area 51,2007-11-12,Xbox 360
92386,Polar Bowler,2008-10-07,Nintendo DS
92392,Re-Loaded,1996-11-30,PlayStation
92392,Re-Loaded,2008-01-31,PlayStation 3
92395,The Granstream Saga,1999-02-26,PlayStation
92395,The Granstream Saga,1998-06-30,PlayStation
92397,Avatar: The Last Airbender – The Burning Earth,2007-10-25,PlayStation 2
92397,Avatar: The Last Airbender – The Burning Earth,2007-11-01,Wii
92397,Avatar: The Last Airbender – The Burning Earth,2007-11-29,Xbox 360
92397,Avatar: The Last Airbender – The Burning Earth,2007-10-26,PlayStation 2
92397,Avatar: The Last Airbender – The Burning Earth,2007-10-26,Wii
92397,Avatar: The Last Airbender – The Burning Earth,2007-11-16,Xbox 360
92397,Avatar: The Last Airbender – The Burning Earth,2007-10-16,PlayStation 2
92397,Avatar: The Last Airbender – The Burning Earth,2007-10-16,Wii
92397,Avatar: The Last Airbender – The Burning Earth,2007-11-19,Xbox 360
92397,Avatar: The Last Airbender – The Burning Earth,2010-03-23,Xbox 360
92411,Car Battler Joe,2002-07-30,Game Boy Advance
92333,Sorry! Sliders,2009-06-24,Xbox 360
92364,Syberia Collector's Edition 1 & 2,2008-04-07,Windows
92367,Ghost Pirates of Vooju Island,2010-08-30,Windows
92367,Ghost Pirates of Vooju Island,2015-01-27,Windows
92368,Runaway: A Twist of Fate,2010-06-29,Nintendo DS
92368,Runaway: A Twist of Fate,2010-05-18,Windows
92720,Hit the Ice,1991-09-20,TurboGrafx
92725,The Goblin Blacksmith,2010-06-08,iPhone
92727,RobotNGun,2010-12-11,iPad
92727,RobotNGun,2010-12-04,iPhone
92728,Hyper Duel,1996-11-22,SEGA Saturn
93081,Digimon:  Digimon Card Battle,2002-07-01,PlayStation
93081,Digimon:  Digimon Card Battle,1999-12-22,PlayStation
93081,Digimon:  Digimon Card Battle,2001-06-28,PlayStation
93083,Excalibur 2555A.D.,1997-09-30,PlayStation
93067,ALF,1989-12-31,SEGA Master System
93074,E.T. The Extra-Terrestrial:  Interplanetary Mission,2002-12-30,PlayStation
93075,Vampire Hunter D,2000-09-25,PlayStation
93075,Vampire Hunter D,1999-12-09,PlayStation
93076,Twisted Metal:  Small Brawl,2001-11-26,PlayStation
93077,Pipe Dreams 3D,2001-03-30,PlayStation
93077,Pipe Dreams 3D,2002-06-13,PlayStation
93077,Pipe Dreams 3D,2001-10-23,PlayStation
93078,World Destruction League (WDL):  Thunder Tanks,2001-03-30,PlayStation 2
93078,World Destruction League (WDL):  Thunder Tanks,2000-11-17,PlayStation
93078,World Destruction League (WDL):  Thunder Tanks,2000-12-12,Game Boy Color
93078,World Destruction League (WDL):  Thunder Tanks,2000-12-20,PlayStation 2
93078,World Destruction League (WDL):  Thunder Tanks,2000-09-09,PlayStation
93079,Magic the Gathering: Battlemage,1996-11-01,PlayStation
93079,Magic the Gathering: Battlemage,1997-09-17,Windows
92973,Video Chess (Atari),2011-11-04,Android
92993,Doshin the Giant,2002-03-14,GameCube
92993,Doshin the Giant,1999-12-11,Nintendo 64
92993,Doshin the Giant,2002-09-20,GameCube
92994,Kyojin no Doshin Kaihō Sensen Chibikko Chikko Daishūgō,2000-05-17,Nintendo 64
93056,The Great Escape,2003-08-29,PlayStation 2
93056,The Great Escape,2003-10-21,PlayStation 2
93056,The Great Escape,2003-07-22,Xbox
93057,James Bond 007: The Duel,1993-08-14,SEGA Game Gear
93057,James Bond 007: The Duel,1993-05-14,SEGA Genesis
92897,Liquid Kids,1992-01-17,TurboGrafx
92897,Liquid Kids,1998-09-22,SEGA Saturn
92897,Liquid Kids,2008-09-16,Wii
92910,Battlestar Galactica Online,2011-02-08,Web Browser
92929,Espgaluda,2003-11-13,Arcade
92929,Espgaluda,2004-06-17,PlayStation 2
92971,Street Racer (1978),1978-02-02,Atari 2600
92808,Submachine: 32 Chambers,2010-08-02,Web Browser
92810,Phoenix Spirit,2010-05-17,iPhone
92834,Polanie,1996-03-21,DOS
92850,Dora the Explorer: Dora Saves the Snow Princess,2008-10-27,PlayStation 2
92850,Dora the Explorer: Dora Saves the Snow Princess,2008-10-27,Wii
92850,Dora the Explorer: Dora Saves the Snow Princess,2013-01-08,PlayStation 3
92856,Shaun White Snowboarding,2008-11-13,PlayStation 3
92856,Shaun White Snowboarding,2008-11-13,Xbox 360
92856,Shaun White Snowboarding,2008-11-13,PlayStation 2
92858,Wik & the Fable of Souls,2004-09-14,Windows
92858,Wik & the Fable of Souls,2005-12-14,Xbox 360
92868,Texas Hold 'em,2006-08-23,Xbox 360
92872,Hardwood Backgammon,2005-10-03,Xbox 360
92803,Submachine 6: The Edge,2009-10-16,Web Browser
92804,Submachine 7: The Core,2010-12-16,Web Browser
92807,Submachine Network Exploration Experience,2010-06-08,Web Browser
92778,Shrek Kart,2010-04-16,iPad
92778,Shrek Kart,2009-10-12,iPhone
92780,Shadow Guardian,2010-12-16,iPad
92780,Shadow Guardian,2010-12-16,iPhone
92792,SHIFT 2,2010-12-22,iPhone
92750,Libero Grande,1998-11-26,PlayStation
92752,Lethal Enforcers II: Gunfighters,1994-03-11,SEGA Genesis
92752,Lethal Enforcers II: Gunfighters,1994-11-24,SEGA CD
92753,Lethal Enforcers 3,1994-04-15,Arcade
92756,Furukoo,2010-06-06,Web Browser
92764,Blade,2000-12-08,Game Boy Color
92764,Blade,2000-11-20,Game Boy Color
92764,Blade,2000-11-23,PlayStation
92768,Earth Defense Force,1992-01-01,SNES
92768,Earth Defense Force,2010-10-29,Wii
92771,Logic Machines,2010-10-13,Nintendo DS
92744,Knightmare (1986/MSX),2014-03-19,Wii U
93128,Leisure Suit Larry's Casino,1998-06-16,Windows
93131,Fragger Desert Strike,2010-07-07,iPhone
93438,MLB 07: The Show,2007-02-27,PlayStation 2
93438,MLB 07: The Show,2007-05-15,PlayStation 3
93438,MLB 07: The Show,2007-02-27,PSP
93439,Blast Lacrosse,2001-03-23,PlayStation
93449,Trivial Pursuit Unhinged,2004-03-24,PlayStation 2
93449,Trivial Pursuit Unhinged,2004-04-28,Windows
93449,Trivial Pursuit Unhinged,2004-03-24,Xbox
93450,Aztec Adventure,1987-09-20,SEGA Master System
93453,Baku Baku Animal,1996-08-31,SEGA Saturn
93398,Hot Wheels Turbo Racing,1999-09-22,Nintendo 64
93398,Hot Wheels Turbo Racing,1999-09-22,PlayStation
93399,Brunswick Pro Bowling,2007-09-27,PlayStation 2
93399,Brunswick Pro Bowling,2007-08-28,PlayStation 2
93399,Brunswick Pro Bowling,2010-09-19,PlayStation 3
93399,Brunswick Pro Bowling,2007-09-27,Wii
93399,Brunswick Pro Bowling,2010-12-16,Xbox 360
93399,Brunswick Pro Bowling,2007-09-21,PlayStation 2
93399,Brunswick Pro Bowling,2011-03-03,PlayStation 3
93399,Brunswick Pro Bowling,2007-09-21,Wii
93399,Brunswick Pro Bowling,2011-03-11,Xbox 360
93399,Brunswick Pro Bowling,2007-08-21,PlayStation 2
93399,Brunswick Pro Bowling,2010-09-22,PlayStation 3
93399,Brunswick Pro Bowling,2007-08-28,Wii
93399,Brunswick Pro Bowling,2011-02-15,Xbox 360
93406,Snake :) A Sock Puppet's Adventure,2010-09-10,iPhone
93409,Jellyfish Jam,2010-05-12,iPad
93409,Jellyfish Jam,2010-05-12,iPhone
93414,Myst 10th Anniversary DVD Edition,2003-11-11,Macintosh
93416,Star Farm,2009-08-03,iPhone
93345,Volfied,1991-01-25,SEGA Genesis
93345,Volfied,1989-12-27,TurboGrafx
93369,MLB 11: The Show,2011-03-08,PlayStation 2
93369,MLB 11: The Show,2011-03-08,PlayStation 3
93369,MLB 11: The Show,2011-03-08,PSP
93377,Super Dodge Ball Advance,2001-07-11,Game Boy Advance
93384,Astro Warrior,1986-12-14,SEGA Master System
93386,Ayrton Senna's Super Monaco GP II,1992-08-28,SEGA Game Gear
93386,Ayrton Senna's Super Monaco GP II,1992-07-17,SEGA Genesis
93386,Ayrton Senna's Super Monaco GP II,1992-07-16,SEGA Genesis
93394,Tonka: Rescue Patrol,2003-11-18,GameCube
93395,NHRA 2005 Championship Drag Racing,2005-09-14,PlayStation 2
93319,Miriel's Enchanted Mystery,2010-12-09,iPad
93319,Miriel's Enchanted Mystery,2010-12-11,iPhone
93319,Miriel's Enchanted Mystery,2010-01-29,Macintosh
93319,Miriel's Enchanted Mystery,2009-10-16,Windows
93321,Miriel the Magical Merchant,2010-08-19,iPad
93321,Miriel the Magical Merchant,2009-12-01,iPhone
93321,Miriel the Magical Merchant,2008-09-11,Macintosh
93321,Miriel the Magical Merchant,2010-08-13,Windows
93322,Dragon Portals,2009-08-16,iPhone
93322,Dragon Portals,2009-05-14,Windows
93325,iDracula - Undead Awakening,2009-02-19,iPhone
93326,Talent Dare: Music,2009-11-24,iPhone
93327,Boom Brigade,2009-09-18,iPhone
93329,Xenotracker,2008-12-02,iPhone
93330,Rope Raider,2009-11-05,iPhone
93332,Belowscape,2009-02-12,iPhone
93341,Ubik,2000-10-27,PlayStation
93294,Axel & Pixel,2010-10-06,Windows
93294,Axel & Pixel,2009-10-14,Xbox 360
93297,DOGFIGHT!,2011-02-10,iPhone
93298,"Cats, Inc.",2011-02-04,iPad
93298,"Cats, Inc.",2011-02-04,iPhone
93299,Doodle Toss,2011-07-16,iPhone
93301,aYa-Manku,2009-12-23,iPhone
93302,Catapult Madness,2010-12-16,iPhone
93305,Cablink,2009-07-20,iPad
93308,Grim Joggers,2011-01-25,iPad
93310,Heroes of Kalevala,2010-09-18,iPad
93310,Heroes of Kalevala,2010-09-18,iPhone
93310,Heroes of Kalevala,2011-01-22,Macintosh
93310,Heroes of Kalevala,2010-11-16,Other Mobile Devices
93310,Heroes of Kalevala,2011-01-10,Windows
93311,Sparkle,2013-12-03,Android
93311,Sparkle,2010-04-01,iPad
93311,Sparkle,2010-02-21,iPhone
93311,Sparkle,2008-02-22,Macintosh
93267,The New York Times Crosswords,2007-05-29,Nintendo DS
93268,Art Academy,2010-10-26,Nintendo DS
93269,Let's Pilates,2008-04-29,Nintendo DS
93270,Let's Yoga,2008-04-29,Nintendo DS
93292,Bankshot Billiards 2,2005-12-02,Xbox 360
93292,Bankshot Billiards 2,2005-12-10,Xbox 360
93292,Bankshot Billiards 2,2005-11-11,Xbox 360
93293,GraalOnline Era,2011-01-14,iPhone
93234,Freddi Fish and the Case of the Missing Kelp Seeds,2006-11-26,Windows
93234,Freddi Fish and the Case of the Missing Kelp Seeds,2008-08-26,Wii
93236,Freddi Fish and Luther's Water Worries,2006-11-21,Windows
93236,Freddi Fish and Luther's Water Worries,1996-12-19,Linux
93247,JellyCar,2008-10-19,iPhone
93247,JellyCar,2007-10-06,Windows
93247,JellyCar,2008-02-20,Xbox 360
93248,JellyCar 2,2010-04-01,iPad
93248,JellyCar 2,2009-11-07,iPhone
93248,JellyCar 2,2010-11-24,PlayStation 3
93248,JellyCar 2,2011-01-10,Wii
93249,JellyCar 3,2011-02-10,iPad
93250,Crystal Soul,2011-02-05,iPhone
93251,Hungry Shark - Part 1,2010-12-17,iPad
93251,Hungry Shark - Part 1,2010-07-28,iPhone
93252,Hungry Shark - Part 2,2010-04-22,iPhone
93253,Hungry Shark - Part 3,2011-02-10,iPhone
93254,Hungry Shark Trilogy HD,2010-12-08,iPad
93197,Gunbird Special Edition,2004-02-19,PlayStation 2
93205,Monsters Vs Aliens,2009-03-27,PlayStation 2
93205,Monsters Vs Aliens,2009-03-27,PlayStation 3
93205,Monsters Vs Aliens,2009-03-27,Wii
93205,Monsters Vs Aliens,2009-03-27,Xbox 360
93205,Monsters Vs Aliens,2009-03-24,PlayStation 2
93205,Monsters Vs Aliens,2009-03-24,PlayStation 3
93205,Monsters Vs Aliens,2009-03-24,Wii
93205,Monsters Vs Aliens,2009-03-24,Xbox 360
93207,Alxemy,2011-02-07,Web Browser
93231,NARC (2005),2005-03-21,PlayStation 2
93231,NARC (2005),2005-03-21,Xbox
93232,MLB 09: The Show,2009-03-03,PlayStation 2
93232,MLB 09: The Show,2009-03-03,PlayStation 3
93232,MLB 09: The Show,2009-03-03,PSP
93152,MLB 08: The Show,2008-03-04,PlayStation 2
93152,MLB 08: The Show,2008-03-04,PlayStation 3
93152,MLB 08: The Show,2008-03-04,PSP
93170,Mushroom Age,2010-07-31,iPad
93170,Mushroom Age,2010-07-31,iPhone
93177,Abaddon,2010-01-10,Xbox 360
93178,Abronium Party,2009-02-23,Xbox 360
93181,Gun Metal,2003-09-23,Windows
93181,Gun Metal,2002-06-30,Xbox
93181,Gun Metal,2005-05-24,Windows
93181,Gun Metal,2002-11-30,Xbox
93181,Gun Metal,2014-01-16,Windows
93183,Inherit the Earth: Quest for the Orb,2009-08-26,iPhone
93183,Inherit the Earth: Quest for the Orb,2009-08-27,iPhone
93183,Inherit the Earth: Quest for the Orb,1994-01-02,Linux
93183,Inherit the Earth: Quest for the Orb,2003-07-14,Linux
93458,Magician Lord,2007-09-28,Wii
93467,Thum Vs Thum,2010-02-24,iPhone
93471,Shark or Die,2010-08-26,Android
93471,Shark or Die,2009-11-16,iPad
93473,Super Yum Yum; Puzzle Adventures,2010-03-19,Nintendo DS
93473,Super Yum Yum; Puzzle Adventures,2010-11-19,iPhone
93474,Ant Blox,2010-03-30,iPhone
93816,Natuk,1999-04-12,Windows
93818,Zombie Escape,2010-11-24,iPad
93827,Pit Pot,1985-12-14,SEGA Master System
93829,G-LOC: Air Battle,1993-02-26,SEGA Genesis
93829,G-LOC: Air Battle,1990-12-15,SEGA Game Gear
93829,G-LOC: Air Battle,2012-09-26,Nintendo 3DS
93836,Backstreet Billiards,2009-11-25,PlayStation 3
93708,Psychic World,1991-02-02,SEGA Game Gear
93710,Parlour Games,1987-12-27,SEGA Master System
93749,Sprintmaster,2011-11-04,Android
93759,Big Beach Sports 2,2010-06-24,Wii
93677,Space Gun,1992-01-01,Commodore 64
93677,Space Gun,1990-10-01,Arcade
93677,Space Gun,1992-01-01,ZX Spectrum
93689,Virtual Pool 3,2003-11-08,PlayStation
93689,Virtual Pool 3,2010-11-02,PlayStation 3
93699,Penguin Land,1987-08-18,SEGA Master System
93702,Dragon Crystal,1990-12-22,SEGA Game Gear
93702,Dragon Crystal,2012-03-14,Nintendo 3DS
93643,Donald Duck: Deep Duck Trouble,1993-12-17,SEGA Game Gear
93604,Tribal Dice,2010-12-23,iPhone
93605,Clara Board Game,2010-04-19,iPad
93606,Kamon,2010-09-09,iPad
93606,Kamon,2010-09-09,iPhone
93608,Tiger And Goat,2010-10-24,iPad
93608,Tiger And Goat,2010-10-22,iPhone
93628,Explosive Love,2010-12-03,iPhone
93629,HexaLex,2009-11-24,iPhone
93633,9000 BC Pro,2011-02-05,iPhone
93580,Cheese Cat-Astrophe Starring Speedy Gonzales,1995-02-01,SEGA Genesis
93582,Cyborg Hunter,1988-12-01,SEGA Master System
93584,World Grand Prix,1986-09-21,SEGA Master System
93588,Comical MachineGun Joe,1986-04-21,SEGA Master System
93595,GeneRally,2011-02-02,Windows
93602,Parcours.robo,2010-07-24,iPad
93603,Versus Online,2010-09-26,iPad
93546,James Cameron's Avatar: The Game,2009-12-04,Wii
93546,James Cameron's Avatar: The Game,2009-12-01,PlayStation 3
93546,James Cameron's Avatar: The Game,2009-12-01,PSP
93546,James Cameron's Avatar: The Game,2009-12-01,Windows
93546,James Cameron's Avatar: The Game,2009-12-01,Xbox 360
93568,Inside a Star-Filled Sky,2011-02-18,Linux
93568,Inside a Star-Filled Sky,2011-02-18,Macintosh
93568,Inside a Star-Filled Sky,2011-02-18,Windows
93579,Ghost House,1986-04-21,SEGA Master System
93510,King of Frogs,2010-10-07,iPhone
93515,Black Belt,1986-07-20,SEGA Master System
93515,Black Belt,2008-02-26,Wii
93516,Blade Eagle 3-D,1988-03-26,SEGA Master System
93516,Blade Eagle 3-D,1988-12-31,SEGA Master System
93517,Alex Kidd BMX Trial,1987-11-15,SEGA Master System
93518,Bomber Raid,1989-02-04,SEGA Master System
93520,Captain Silver,1988-07-17,SEGA Master System
93520,Captain Silver,1988-12-16,NES
93477,Haypi Kingdom,2010-04-09,iPad
93478,Goober's Lab,2010-08-16,iPhone
93479,Block Shooter,2010-12-07,iPhone
93480,Carnivores: Dinosaur Hunter,2012-06-11,Android
93480,Carnivores: Dinosaur Hunter,2010-06-12,iPad
93480,Carnivores: Dinosaur Hunter,2013-09-10,PlayStation 3
93480,Carnivores: Dinosaur Hunter,2010-08-17,iPhone
93481,Pac-Attack,2015-02-26,Wii U
93481,Pac-Attack,2008-06-14,Wii
93485,Rescue Pine,2010-11-12,iPad
93485,Rescue Pine,2010-09-08,iPhone
93486,Fuzzle,2009-07-20,iPhone
93507,Capcom Fighting Jam,2004-11-16,PlayStation 2
93507,Capcom Fighting Jam,2005-06-14,Xbox
93507,Capcom Fighting Jam,2013-09-22,PlayStation 3
93508,Braveheart,2010-12-02,iPad
93508,Braveheart,2010-12-02,iPhone
93509,Super Ball Escape,2011-02-17,iPhone
93856,Galactic Protector,1988-02-21,SEGA Master System
93863,Firezone,1989-01-01,Amiga
93863,Firezone,1989-01-01,Atari ST
93873,Doc Clock: The Toasted Sandwich of Time,2010-10-15,Macintosh
93873,Doc Clock: The Toasted Sandwich of Time,2011-01-17,Wii
93873,Doc Clock: The Toasted Sandwich of Time,2010-10-15,Windows
93874,My Hero,1986-01-31,SEGA Master System
94102,FIFA Manager 08,2007-11-02,Windows
94075,Taito Legends 2,2006-03-31,Windows
94075,Taito Legends 2,2006-03-31,Xbox
94075,Taito Legends 2,2006-03-31,PlayStation 2
94075,Taito Legends 2,2006-03-30,PlayStation 2
94075,Taito Legends 2,2007-05-16,PlayStation 2
94075,Taito Legends 2,2007-07-10,Windows
