id,name,release_date,genre
181578,Zombie Playground,2016-10-31,Action
181578,Zombie Playground,2016-10-31,RPG
181579,Contradiction,2015-07-10,Adventure
181579,Contradiction,2015-07-10,Visual Novel
181341,Kitty in the Box,2014-07-06,Arcade
181386,Forever Lost: Episode 1,2012-10-01,Adventure
181386,Forever Lost: Episode 1,2012-10-01,Puzzle
181387,Forever Lost: Episode 2,2013-06-20,Adventure
181387,Forever Lost: Episode 2,2013-06-20,Puzzle
181388,Forever Lost: Episode 3,2015-07-09,Adventure
181388,Forever Lost: Episode 3,2015-07-09,Puzzle
181389,Cabin Escape: Alice's Story,2014-03-27,Adventure
181389,Cabin Escape: Alice's Story,2014-03-27,Puzzle
181402,Rugged Kingdom,2014-06-05,RPG
181435,Battle Mania Daiginjou,1993-12-25,Shoot 'em Up
181296,Overlord: Fellowship of Evil,2015-10-20,Action Adventure
181298,Tomb of Tyrants,2015-06-25,Puzzle
181298,Tomb of Tyrants,2015-06-25,Scrolling
181298,Tomb of Tyrants,2015-06-25,Strategy
181303,Temper Tantrum,2015-05-22,Action
181310,Dreamscapes: The Sandman,2013-12-06,Hidden Object
181311,Battle For The Sun,2015-07-20,First Person Shooter
181312,Better Late Than DEAD,2016-03-03,Survival
181314,Schrodinger's Cat and the Raiders of the Lost Quark,2014-09-23,Platformer
181322,Deadly Profits,2015-05-29,First Person Shooter
181322,Deadly Profits,2015-05-29,RPG
181168,Dark Matter,2015-02-27,Shoot 'em Up
181189,UNCHARTED: The Nathan Drake Collection,2015-10-07,Action Adventure
181248,Stretchmo,2015-05-12,Platformer
181248,Stretchmo,2015-05-12,Puzzle
181253,Rodeo Judge,2015-06-21,Classic Games
181259,A Mass of Dead,2015-07-15,Survival
181262,"Houston, We Have a Problem",2015-07-21,Survival
181286,The Emptiness,2015-04-17,Hidden Object
181288,Escape The Lost Kingdom: The Forgotten Pharaoh,2010-08-06,Hidden Object
181292,Weird Park: Broken Tune,2011-10-26,Hidden Object
181106,Shadows on the Vatican Act I: Greed,2013-05-03,Adventure
181144,Terrorhedron,2014-07-24,Tower Defense
181145,Shin Samurai Jazz,2015-03-16,Platformer
181146,Ninjahtic,2015-02-26,Platformer
181147,Ninjahtic Mind Tricks,2015-07-16,Platformer
181149,The Way of the Pixelated Fist,2015-04-27,Platformer
181154,Swords & Darkness,2015-06-11,Action Adventure
181167,Dark Gates,2015-01-26,RPG
181026,AR-K,2014-07-21,Adventure
181041,Skylight,2012-10-09,Platformer
181044,Scraps,2015-07-08,Action
181065,Ninja Usagimaru - The Gem of Blessings -,2015-06-11,Action
181065,Ninja Usagimaru - The Gem of Blessings -,2015-06-11,Puzzle
181075,Asdivine Hearts,2014-04-05,RPG
181076,Hunter Island,2013-11-14,RPG
181078,Rohan: Blood Feud,2008-05-28,MMO
181079,Lara Croft: Relic Run,2015-05-28,Endless Runner
180954,Dwarf Quest,2012-09-08,Adventure
180954,Dwarf Quest,2012-09-08,RPG
180955,McDROID,2014-09-05,Action
180955,McDROID,2014-09-05,Tower Defense
180958,PirateHell,2013-03-26,Action
180958,PirateHell,2013-03-26,Adventure
180959,Rijn the Specpyre in... Manor of the Damned!,2012-03-08,Action
180959,Rijn the Specpyre in... Manor of the Damned!,2012-03-08,Adventure
180959,Rijn the Specpyre in... Manor of the Damned!,2012-03-08,RPG
180970,Barcode Kingdom,2014-03-24,Tactical RPG
180993,Angry Birds POP!,2014-12-22,Arcade
181018,Dispatcher,2015-11-12,First Person Shooter
181019,After The End: The Harvest,2017-06-02,Action Adventure
181020,SECTOR,2015-06-29,Shooter
181021,RAKE,2015-07-13,Action Adventure
180786,Twister Mania,2011-11-01,Party
180800,The Terror Aboard the Speedwell,2014-03-16,Text Adventure
180804,9 Clues 2: The Ward,2014-09-17,Hidden Object
180846,Barnyard Blast: Swine of the Night,2008-02-15,Action
180846,Barnyard Blast: Swine of the Night,2008-02-15,Platformer
180857,Demon Hunter: Chronicles from Beyond,2014-12-04,Hidden Object
180863,Manyland,2015-06-01,Action Adventure
180863,Manyland,2015-06-01,Platformer
180863,Manyland,2015-06-01,Sandbox
180889,The Elder Scrolls Online - Imperial City,2015-08-31,RPG
180898,Clouds Below,2015-07-10,Platformer
180898,Clouds Below,2015-07-10,Puzzle
180708,Murl the Squirrel,2014-07-31,Scrolling
180710,D.W.A.R.F.S.,2008-10-06,Adventure
180718,TAKEN,2015-07-07,Survival
180733,Bear in Super Action Adventure,2015-06-12,Shoot 'em Up
180744,Sim Hero,2014-12-14,RPG
180750,Jungle vs Droids,2013-02-07,Tower Defense
180762,The Magic Circle,2015-07-09,Sandbox
180782,Deadlings,2014-02-20,Arcade
180782,Deadlings,2014-02-20,Scrolling
181586,Guardian Sword,2015-07-19,Puzzle
181586,Guardian Sword,2015-07-19,RPG
181627,Dead Realm,2015-06-30,Survival
181637,Puzzle & Dragons Z + Super Mario Bros. Edition,2015-05-22,Puzzle
181680,My Bones,2015-08-03,Adventure
181685,Temporal,2008-10-02,Platformer
181685,Temporal,2008-10-02,Puzzle
181713,First Touch Soccer 2015,2014-12-10,Sports
183311,ZombieRun,2014-10-29,Platformer
183322,The Ensign,2014-08-17,Survival
183322,The Ensign,2014-08-17,Text Adventure
183391,Akuma-kun: Makai no Wana,1990-02-24,RPG
183391,Akuma-kun: Makai no Wana,1990-02-24,Scrolling
183399,Snow White and the 7 Clever Boys,2006-12-15,Puzzle
183409,Open Sea Fishing: The Simulation,2009-12-24,Management
183409,Open Sea Fishing: The Simulation,2009-12-24,Simulation
183422,Brutal Force,2015-05-25,Shooter
183189,The Order of the Holy Grail,2015-06-09,RPG
183190,Automatic RPG,2015-01-17,RPG
183195,Avenging Angel,2018-06-15,Adventure
183195,Avenging Angel,2018-06-15,First Person Shooter
183196,Grave Prosperity: Redux part 1,2015-04-17,Action
183196,Grave Prosperity: Redux part 1,2015-04-17,RPG
183216,On A Roll 3D,2013-02-03,Platformer
183216,On A Roll 3D,2013-02-03,Puzzle
183222,A City Sleeps,2014-10-16,Shoot 'em Up
183225,SCHAR: Blue Shield Alliance,2012-07-10,Shoot 'em Up
182929,Why So Evil 2: Dystopia,2015-03-16,Puzzle
182949,"1999: Hore, Mita koto ka! Seikimatsu",1992-09-09,Strategy
182975,Dishonored Definitive Edition,2015-08-25,Action RPG
182975,Dishonored Definitive Edition,2015-08-25,Stealth
183052,Shadow Fight,2011-02-12,Beat 'em Up
183057,Shadow Fight 2,2014-04-01,Beat 'em Up
183130,The Walking Dead: A TellTale Game Series - Season Two,2013-12-12,Action Adventure
183130,The Walking Dead: A TellTale Game Series - Season Two,2013-12-12,Interactive Movie
183131,Picross Monster,2014-11-12,Puzzle
183135,Championship Manager: Season 97/98,1997-10-01,Management
183135,Championship Manager: Season 97/98,1997-10-01,Sports
183136,Niji no Silkroad,1991-02-22,RPG
182693,Steam Marines,2014-09-24,Roguelike
182706,"Fairy Tale about Father Frost, Ivan and Nastya",2000-12-20,Adventure
182744,Dungeon Travelers 2: The Royal Library & the Monster Seal,2015-08-18,RPG
182747,Survive: Escape from Atlantis!,2014-06-22,Classic Games
182819,The Flock,2015-08-21,Action Adventure
182863,Skyshine's BEDLAM,2015-09-17,Roguelike
182863,Skyshine's BEDLAM,2015-09-17,Strategy
182871,Earthtongue,2015-04-27,Simulation
182924,Treeker: The Lost Glasses,2015-05-13,Adventure
182379,8BitMMO,2015-01-26,Sandbox
182414,Aerannis,2015-09-15,Action Adventure
182414,Aerannis,2015-09-15,Platformer
182521,Testament,2010-05-31,Action Adventure
182542,Skilltree Saga,2014-12-04,RPG
182603,Stalag 17,2014-11-10,Puzzle
182645,Isbarah,2015-02-25,Shoot 'em Up
182202,Diamond Digger Saga,2014-04-25,Puzzle
182217,Immune,2015-03-25,MMO
182278,Incandescent,2015-06-30,Shoot 'em Up
182317,Clicker Game Example,2015-04-09,Clicker / Incremental
182324,The Political Machine,2004-08-12,Simulation
182324,The Political Machine,2004-08-12,Strategy
182336,Millionaire Manager,2015-07-31,Management
182365,Axion,2015-12-11,Sandbox
182365,Axion,2015-12-11,Survival
182368,Mammoth Gravity Battles,2015-08-01,Strategy
182104,Flix the Flea,2014-10-31,Platformer
182104,Flix the Flea,2014-10-31,Puzzle
182106,The Hat Man:  Shadow Ward,2014-09-18,Adventure
182152,Alpha Zylon,2014-09-29,Action
182154,Supercharged Robot VULKAISER,2015-06-04,Shoot 'em Up
182155,The Sacred Tears TRUE,2014-09-25,RPG
182157,Might & Magic X: Legacy – the Falcon & the Unicorn,2014-03-27,RPG
182158,Might & Magic Heroes Online,2014-09-29,RPG
182164,PolyWorld: Woodland Low Poly Toolkit,2015-07-25,Other
182166,Decayed State,2015-04-30,Other
182170,Feist,2015-07-23,Platformer
182026,Brilliant Bob,2015-05-20,Platformer
182026,Brilliant Bob,2015-05-20,Puzzle
182063,Burstfire,2015-08-06,First Person Shooter
182065,Dark Future: Blood Red States,2019-05-16,Real Time Strategy
182065,Dark Future: Blood Red States,2019-05-16,Roguelike
182065,Dark Future: Blood Red States,2019-05-16,Strategy
182081,Princess Kaguya: Legend of the Moon Warrior,2015-08-04,Beat 'em Up
182087,Raptor Revenge: Sorority Island,2015-08-08,Action Adventure
182087,Raptor Revenge: Sorority Island,2015-08-08,Shooter
182088,Stranded,2014-05-20,Walking Simulator
182103,Grail to the Thief,2014-09-10,Text Adventure
181759,Risen 3: Titan Lords – Enhanced Edition,2015-08-21,RPG
181805,Journey Of The Light,2015-05-22,Adventure
181877,Cel Damage HD,2014-04-22,Racing
181961,Chronovolt,2012-11-21,Platformer
181961,Chronovolt,2012-11-21,Puzzle
181980,Burnstar,2015-03-18,Action
181980,Burnstar,2015-03-18,Puzzle
181995,Rory's Story Cubes,2009-12-09,Educational
181995,Rory's Story Cubes,2009-12-09,Party
182002,Score! Hero,2015-08-05,Puzzle
182002,Score! Hero,2015-08-05,Sports
182021,199x,2014-12-11,Other
183456,Riptide GP: Renegade,2016-07-26,Racing
183514,Super Distro,2015-07-22,Platformer
183525,Wellington's Victory,2015-06-18,Simulation
183525,Wellington's Victory,2015-06-18,Strategy
183547,Planet X,2015-06-18,Platformer
183547,Planet X,2015-06-18,Scrolling
183564,The Lost Files of Sherlock Holmes: The Case of The Rose Tattoo,1996-01-01,Adventure
183570,Dimension Drive,2017-02-16,Shoot 'em Up
184738,Gourmania,2009-09-23,Hidden Object
184738,Gourmania,2009-09-23,Management
184739,Sky Burger,2009-04-15,Other
184740,Orient Express,2009-08-11,Action
184740,Orient Express,2009-08-11,Puzzle
184741,Piczle Lines,2010-07-10,Puzzle
184742,Sudoku 2,2010-06-03,Puzzle
184743,Ultra Violet Dawn,2010-07-08,Real Time Strategy
184743,Ultra Violet Dawn,2010-07-08,Survival
184744,Virtual Families 2: Our Dream House,2012-12-06,Life Simulation
184901,Spellfall,2014-11-24,Puzzle
184944,One Ship Two Ship Redshift Blueshift,2015-09-24,Action
184514,Blue Moon,2011-05-09,Adventure
184571,The Apotheosis Project,2014-12-04,Adventure
184571,The Apotheosis Project,2014-12-04,Point-and-Click
184572,Energy Balance,2015-07-02,Puzzle
184588,Wings!  The Remastered Edition,2014-10-17,Flight Simulator
184597,Bao Zanzibar,2013-11-03,Classic Games
184635,Shards of War,2014-10-13,MOBA / A-RTS
184662,Trouserheart,2013-10-14,Action RPG
184722,Ludoku,2015-05-25,Puzzle
184736,Fantastic Farm,2014-11-05,Management
184257,Gravity Rush Remastered,2015-12-10,Action Adventure
184280,Patanoir,2015-09-08,Text Adventure
184328,Mad Snowboarding,2015-01-10,Sports
184358,Stardust Vanguards,2015-01-30,Action
184359,Spirit of War:  The Great War 1914-1918,2015-03-12,Strategy
184389,Attack on Titan,2016-02-18,Action Adventure
184454,Circa Infinity,2015-09-09,Arcade
184454,Circa Infinity,2015-09-09,Platformer
184455,Total War: Attila,2015-02-17,Real Time Strategy
184479,Swarm,2011-03-22,Action
184479,Swarm,2011-03-22,Platformer
184136,Ruah,2015-07-07,Walking Simulator
184137,Astæria,2015-09-11,Walking Simulator
184147,Sanctuary,2015-07-17,Walking Simulator
184148,Gardenarium,2015-03-02,Walking Simulator
184205,Airscape: The Fall of Gravity,2015-08-11,Platformer
184208,Halo Spartan Strike,2014-12-12,Shooter
184249,FILD: Renegade Monster,2015-08-18,Strategy
184124,9.03m,2013-09-12,Walking Simulator
184125,The Moon Sliver,2014-10-28,Walking Simulator
184126,Ultraworld,2014-12-04,Walking Simulator
184127,Verde Station,2014-09-26,Walking Simulator
184128,The Lost Valley,2015-04-20,Walking Simulator
184129,Home is Where One Starts...,2015-05-12,Walking Simulator
184130,Dream,2015-07-31,Walking Simulator
184131,Corpse of Discovery,2015-08-25,Walking Simulator
184135,Shʌpe of the World,2018-06-05,Walking Simulator
184019,Rituals,2015-05-27,Adventure
184019,Rituals,2015-05-27,Puzzle
184032,Red Bit Ninja,2015-05-04,Platformer
184043,Reversi (Windows/Macintosh/Linux),2015-03-10,Classic Games
184073,The Cursed Forest,2015-09-11,Adventure
184074,MANOS: The Hands of Fate Director's Cut,2012-07-26,Action Adventure
184098,Cradle,2015-07-24,Puzzle
184098,Cradle,2015-07-24,Walking Simulator
184099,TIMEframe,2015-07-07,Walking Simulator
184100,Dreaming,2015-06-08,Walking Simulator
184101,Cylne,2015-03-05,Walking Simulator
183865,12 Labours of Hercules III: Girl Power,2015-08-07,Strategy
183884,Afro Samurai 2: Revenge of Kuma - Volume 1,2015-09-22,Action Adventure
183891,Laserlife,2015-09-22,Action
183891,Laserlife,2015-09-22,Rhythm
183953,Victory at Sea,2014-08-08,Real Time Strategy
183995,StoneHearth,2015-06-03,Simulation
184000,Without Within,2015-01-22,Visual Novel
184016,The Bluecoats:  North vs South,2012-05-10,Strategy
184017,Elementary My Dear Majesty!,2013-11-15,Hidden Object
183638,White Night,2015-03-03,Adventure
183638,White Night,2015-03-03,Puzzle
183640,GemPacked,2015-08-28,Puzzle
183647,P.O.L.L.E.N,2016-04-20,Adventure
183669,Act of Aggression,2015-09-02,Real Time Strategy
183743,Madden NFL 16,2015-08-25,Sports
183747,Yume Kojo: Doki Doki Panic,1987-07-10,Platformer
183748,Electric Highways,2015-09-04,Walking Simulator
183802,Pokémon Rumble World,2015-04-08,Action
183575,Tulpa,2015-01-29,Platformer
183575,Tulpa,2015-01-29,Puzzle
183581,Choice of the Dragon,2010-01-02,Text Adventure
183585,Abyss Raiders: Uncharted,2015-04-30,Action Adventure
183585,Abyss Raiders: Uncharted,2015-04-30,Platformer
183585,Abyss Raiders: Uncharted,2015-04-30,Tower Defense
183589,Horizon Chase,2015-08-20,Racing
183598,Uncanny Valley,2015-04-23,Action Adventure
183603,Particle Mace,2015-01-22,Arcade
183603,Particle Mace,2015-01-22,Shoot 'em Up
183621,Papair,2015-09-05,Walking Simulator
183637,Monkeys Ahoy!,2015-07-23,Puzzle
184946,Break into Zatwor,2015-08-21,Stealth
184947,Clandestiny of Elsie,2015-07-08,Survival
184949,Darkness Assault,2015-02-06,Action
184955,Portal Stories: Mel,2015-06-25,Platformer
184955,Portal Stories: Mel,2015-06-25,Puzzle
184956,Thinking with Time-Machine,2014-04-18,Platformer
184956,Thinking with Time-Machine,2014-04-18,Puzzle
184957,Aperture Tag: The Paint Gun Testing Initiative,2014-07-15,Platformer
184957,Aperture Tag: The Paint Gun Testing Initiative,2014-07-15,Puzzle
184961,Towel Required!,2015-08-08,Shooter
184981,Star Chronicles:  Delta Quadrant,2015-07-07,Strategy
185023,Spooky's House of Jump Scares,2015-06-28,Adventure
185042,NHL 16,2015-09-15,Sports
185468,Disaster Will Strike 2,2013-05-17,Puzzle
185469,Disaster Will Strike 3,2014-05-22,Puzzle
185470,Disaster Will Strike: Ultimate Disaster,2015-02-02,Puzzle
185471,Legends of Kong,2011-09-29,Action
185471,Legends of Kong,2011-09-29,Platformer
185472,Epic War 4,2012-07-15,Action RPG
185474,Epic War 5,2011-10-04,Action RPG
185475,Epic War 6,2015-06-29,Action RPG
185476,Dungeon Developer,2010-12-09,Adventure
185477,Demons Took My Daughter,2010-11-19,Tower Defense
185478,Ultimate Tactics,2009-05-09,Real Time Strategy
185447,To Heart 2 Another Days,2008-02-29,Visual Novel
185454,Construction Machines Simulator 2016,2015-06-19,Simulation
185455,Farm Mechanic Simulator 2015,2015-05-01,Simulation
185460,Deadly Neighbors 2,2012-07-26,Shoot 'em Up
185461,Demons vs Fairyland,2013-01-26,Adventure
185462,Swarm Defender,2013-06-04,Tower Defense
185463,Swarm Defender (2010),2010-10-25,Shoot 'em Up
185464,Swamp Defender (2014),2014-11-08,Run-and-gun
185465,Rise of Mythos,2013-05-23,MMO
185465,Rise of Mythos,2013-05-23,RPG
185467,Disaster Will Strike,2012-05-10,Puzzle
185433,Zombie Hunter (2012),2012-06-11,Shooter
185435,Zombie Hunter (2008),2008-08-07,Run-and-gun
185436,Zombie Hunter (2015/I),2015-09-21,Shooter
185437,Zombie Hunter (2015/II),2015-01-27,Run-and-gun
185438,Zombie Hunters online,2014-02-08,MMO
185438,Zombie Hunters online,2014-02-08,Shooter
185439,Deadly Neighbors,2010-11-03,Shooter
185442,GabeN:  The Final Decision,2015-09-17,RPG
185444,To Heart,1997-05-23,Visual Novel
185445,ToHeart2,2004-12-28,Visual Novel
185446,To Heart 2: Dungeon Travelers,2011-06-30,RPG
185423,Aqua Boy,2013-04-29,Action Adventure
185424,World's End Chapter 1,2013-07-15,Tactical RPG
185425,World's End Chapter 2,2015-07-15,Action RPG
185426,Plunder Mars,2013-07-19,Other
185427,King's Guard,2011-02-11,Real Time Strategy
185428,Treasures of the Mystic Sea,2012-01-12,Puzzle
185429,Adventure Story,2011-12-27,Action Adventure
185429,Adventure Story,2011-12-27,Platformer
185430,Immortal Souls: Dark Crusade,2012-03-16,RPG
185431,Berzerk Ball 2,2012-12-19,Action
185432,Zombie Hunter (2007),2007-07-11,Run-and-gun
185395,Expand,2015-10-01,Maze
185404,Let's Hunt,2015-08-21,MMO
185404,Let's Hunt,2015-08-21,Run-and-gun
185415,Epic Boss Fighter,2014-03-29,Beat 'em Up
185416,Abyss (2012),2012-08-23,Action
185417,Cloudstone,2013-12-19,Adventure
185418,Epic Boss Fighter 2,2015-02-23,Beat 'em Up
185419,Cyber Chaser,2013-09-26,Action
185420,Tesla: War Of Currents,2014-01-23,Action Adventure
185421,Sentry Knight Conquest,2015-07-07,Action Adventure
185422,Angry Gran Run,2012-11-06,Endless Runner
185263,Tony Hawk's Pro Skater 5,2015-09-29,Sports
185298,"Minecraft: Story Mode - Season 1, Episode 3: The Last Place You Look",2015-11-24,Adventure
185298,"Minecraft: Story Mode - Season 1, Episode 3: The Last Place You Look",2015-11-24,Interactive Movie
185299,"Minecraft: Story Mode - Season 1, Episode 4: A Block and a Hard Place",2015-12-22,Adventure
185299,"Minecraft: Story Mode - Season 1, Episode 4: A Block and a Hard Place",2015-12-22,Interactive Movie
185300,"Minecraft: Story Mode - Season 1, Episode 5: Order Up!",2016-03-29,Adventure
185300,"Minecraft: Story Mode - Season 1, Episode 5: Order Up!",2016-03-29,Interactive Movie
185313,Shadowmatic,2015-01-14,Puzzle
185356,In Between,2015-08-21,Platformer
185357,Primal Carnage: Extinction,2015-04-03,Shooter
185379,Truck Mechanic Simulator 2015,2015-05-01,Simulation
185489,Planet Defender (2009),2009-12-04,Scrolling
185489,Planet Defender (2009),2009-12-04,Shooter
185490,Helicopter 2015: Natural Disasters,2015-05-01,Flight Simulator
185491,Planet Defender (2008),2008-02-25,Shooter
185492,Planet Defender (2013),2013-06-12,Shooter
185493,StarBaron,2008-11-06,Scrolling
185493,StarBaron,2008-11-06,Strategy
185494,StarBaron - Skirmish,2008-07-21,Real Time Strategy
185495,Kingdom of the Wind,2008-11-12,Tower Defense
185496,Eternal Red,2008-12-03,Shooter
185498,StormWinds 1.5,2008-01-17,Shooter
185500,StormWinds,2007-10-09,Shooter
185479,Mastermind: World Conquerer,2009-02-01,Strategy
185480,Space Pips,2009-01-26,Shooter
185481,Hands of War,2008-12-01,RPG
185482,Hands of War 2,2011-04-05,Adventure
185483,Hands of War Tower Defense,2012-01-24,Tower Defense
185484,Hands of War 3,2013-03-26,Adventure
185484,Hands of War 3,2013-03-26,RPG
185485,Amberial: Nebulosa Realms,2008-03-28,Action
185485,Amberial: Nebulosa Realms,2008-03-28,Platformer
185486,Revenge of the Stick,2007-07-13,Strategy
185487,Revenge Of Sticks,2013-05-03,Beat 'em Up
185488,PlanetDefender,2008-05-05,Action
185488,PlanetDefender,2008-05-05,Strategy
185043,Pixel Puzzles 2: Anime,2015-03-27,Puzzle
185045,Pixel Puzzles 2: Birds,2015-02-20,Puzzle
185051,All Guns On Deck,2015-08-28,Tactical RPG
185070,Close Your Eyes,2015-08-31,Adventure
185072,Comedy Quest,2015-09-02,Adventure
185072,Comedy Quest,2015-09-02,Point-and-Click
185230,Gryphon Knight Epic,2015-08-20,Shoot 'em Up
185239,Robinson: The Journey,2016-11-08,Walking Simulator
185260,Don'Yoku,2015-06-29,Shoot 'em Up
185501,StormWinds: The Lost Campaigns,2009-02-16,Shooter
185502,Brute Wars 2,2008-11-27,RPG
185503,Brute Wars,2008-05-07,RPG
185503,Brute Wars,2008-05-07,Strategy
185505,Mytheria,2008-11-18,Strategy
185506,Alpha Force (2007),2007-02-08,Scrolling
185506,Alpha Force (2007),2007-02-08,Shoot 'em Up
185507,Alpha Force (2015),2015-05-03,Action
185508,Battle for Blood,2015-07-07,Fighting
185508,Battle for Blood,2015-07-07,Puzzle
185509,Words Warriors,2015-07-13,Puzzle
185510,Doodle God Blitz,2015-04-20,Puzzle
185511,Doodle God 2,2011-05-09,Puzzle
185579,Excavate!,2015-08-31,Management
185580,Jack MacQwerty,2015-08-27,Shoot 'em Up
185581,Bloodline Legacy,2015-08-26,Adventure
185586,Loot Heroes,2014-03-20,Adventure
185599,World Idle,2015-08-26,Management
185600,Star Runner: Genesis,2015-08-25,Adventure
185601,"No Credit, No Problem!",2015-08-25,Puzzle
185601,"No Credit, No Problem!",2015-08-25,Simulation
185606,The New Idle Blacksmith,2015-08-24,Management
185607,Popcorn Chef,2015-08-22,Puzzle
185609,The Hunt for the Red Cthulhu,2015-08-22,Action
185609,The Hunt for the Red Cthulhu,2015-08-22,Shooter
185569,Cube Escape: The Mill,2015-09-13,Action Adventure
185570,Trinitas,2015-09-12,Shoot 'em Up
185571,Vortex Point 6,2015-09-11,Adventure
185572,Vortex Point,2013-02-05,Adventure
185573,Vortex Point 2,2013-07-03,Adventure
185574,Vortex Point 3,2013-11-06,Adventure
185575,Vortex Point 4,2014-04-21,Adventure
185576,Vortex Point 5,2014-11-03,Adventure
185577,RCM,2015-09-10,Management
185578,Serious Dave,2015-09-29,Scrolling
185578,Serious Dave,2015-09-29,Shoot 'em Up
185559,Thing-Thing Arena 2,2007-06-27,Platformer
185559,Thing-Thing Arena 2,2007-06-27,Shooter
185560,Thing Thing Arena 4,2012-12-27,Platformer
185560,Thing Thing Arena 4,2012-12-27,Run-and-gun
185561,Gamma Bros,2006-10-29,Shooter
185562,Jump Out! The Computer,2015-09-30,Puzzle
185563,The Vault,2015-09-29,Puzzle
185564,Loot Heroes 2,2015-09-23,Action Adventure
185565,Where is cat?,2015-09-21,Puzzle
185566,Death Arena Reality Show,2015-09-18,Scrolling
185566,Death Arena Reality Show,2015-09-18,Shoot 'em Up
185567,First Empire,2015-09-16,Strategy
185568,Monster Frontier,2015-09-13,Fighting
185545,DeflectoBall,2012-06-25,Puzzle
185545,DeflectoBall,2012-06-25,Sports
185546,Deflection,2008-07-06,Puzzle
185547,Super Reflector,2012-03-16,Puzzle
185548,Thing Thing,2006-11-13,Platformer
185548,Thing Thing,2006-11-13,Sports
185549,Thing Thing 2,2007-06-27,Platformer
185549,Thing Thing 2,2007-06-27,Shoot 'em Up
185550,Thing Thing 3,2007-06-27,Platformer
185550,Thing Thing 3,2007-06-27,Shoot 'em Up
185551,Thing-Thing 4,2008-04-02,Platformer
185551,Thing-Thing 4,2008-04-02,Shoot 'em Up
185552,Thing-Thing Arena,2006-11-21,Platformer
185552,Thing-Thing Arena,2006-11-21,Shooter
185553,Thing-Thing Arena Classic,2013-10-16,Platformer
185553,Thing-Thing Arena Classic,2013-10-16,Shooter
185554,Thing Thing Arena 3,2009-03-05,Platformer
185554,Thing Thing Arena 3,2009-03-05,Shooter
185534,Operation Z,2015-10-02,Sandbox
185534,Operation Z,2015-10-02,Shooter
185535,Newgrounds Pass 2,2008-03-11,Shoot 'em Up
185536,Newgrounds Museum,2003-02-21,Shoot 'em Up
185537,Matrix Rampage,2007-05-04,Shooter
185539,Matrix Pandemonium,2009-02-09,Shooter
185540,Matrix Snake,2009-11-23,Puzzle
185541,Matrix Ninja,2011-05-15,Puzzle
185541,Matrix Ninja,2011-05-15,Scrolling
185542,Deflector (2007),2007-06-09,Tower Defense
185543,Deflector (2012),2012-06-21,Puzzle
185543,Deflector (2012),2012-06-21,Shoot 'em Up
185544,Deflectorpool,2009-12-12,Puzzle
185522,Bubble Tanks 1.5 TD,2010-08-06,Shoot 'em Up
185522,Bubble Tanks 1.5 TD,2010-08-06,Tower Defense
185523,Bubble Tanks 3,2011-02-03,Shoot 'em Up
185524,Bubble Tanks Tower Defense,2009-01-05,Shoot 'em Up
185524,Bubble Tanks Tower Defense,2009-01-05,Tower Defense
185526,Asteroids Revenge III - Crash to Survive,2007-08-15,Action
185528,Asteroid's Revenge,2007-06-07,Run-and-gun
185529,Asteroids Revenge II,2007-06-15,Run-and-gun
185530,Bubble Tanks Arenas,2010-07-13,Shoot 'em Up
185531,Newgrounds Rumble,2007-06-04,Fighting
185532,Newgrounds Museum 2,2007-07-03,Shoot 'em Up
185533,Newgrounds Pass,2008-03-19,Beat 'em Up
185512,Specter Knight,2015-08-25,Roguelike
185513,Specter Knights,2011-09-22,MMO
185514,Immense Army,2015-08-08,Strategy
185515,Lionheart Tactics,2015-01-14,Tactical RPG
185516,Captain Zorro,2015-01-22,RPG
185517,Captain Zorro: Last Hope,2009-05-18,Scrolling
185517,Captain Zorro: Last Hope,2009-05-18,Shoot 'em Up
185518,Captain Zorro: The Secret Lab,2013-03-21,Shoot 'em Up
185519,Captain Zorro: Lost Factory,2009-09-22,Shoot 'em Up
185520,Bubble Tanks,2007-06-27,Action
185520,Bubble Tanks,2007-06-27,Shooter
185521,Bubble Tanks 2,2008-08-06,Shoot 'em Up
185620,Guess Countries: Africa,2015-08-04,Educational
185620,Guess Countries: Africa,2015-08-04,Puzzle
185621,Rumble in the Soup,2015-08-03,Scrolling
185621,Rumble in the Soup,2015-08-03,Shoot 'em Up
185622,RECON,2015-07-31,Sandbox
185622,RECON,2015-07-31,Shoot 'em Up
185623,Don't Escape 3,2015-07-31,Adventure
185626,Crusaders of the Lost Idols,2015-07-30,Strategy
185627,Finite Moves,2015-07-30,Puzzle
185628,Tough Love Machine,2015-07-27,Puzzle
185629,Helixteus II,2016-07-26,Strategy
185630,Logical Element,2016-07-23,Puzzle
185631,Micrics,2015-07-22,Puzzle
185610,Gunball Reloaded,2015-08-19,Scrolling
185610,Gunball Reloaded,2015-08-19,Shoot 'em Up
185611,Jump Out! The Box,2015-08-14,Puzzle
185612,Idle Vikings RPG,2015-08-13,Beat 'em Up
185612,Idle Vikings RPG,2015-08-13,RPG
185613,Bro Team,2015-08-13,Puzzle
185613,Bro Team,2015-08-13,Strategy
185614,Ayo the Hero,2015-08-10,Platformer
185614,Ayo the Hero,2015-08-10,Puzzle
185615,Cube Escape: Case 23,2015-08-10,Adventure
185615,Cube Escape: Case 23,2015-08-10,Puzzle
185616,Tainted Olive - Chapter 2,2015-08-09,Adventure
185616,Tainted Olive - Chapter 2,2015-08-09,Puzzle
